name,country,region,winery,rating,no_ratings,price,year,type
AB Ericio 2013,Austria,Mittelburgenland,Hans Igler,4.0,36,33.25,2013,red
Oberrotweiler Eichberg Spätburgunder Trocken 2015,Germany,Baden,Freiherr von Gleichenstein,3.9,36,10.23,2015,red
Côtes-du-Rhône Cuvée Spéciale 2016,France,Côtes-du-Rhône,Tardieu-Laurent,3.8,36,19.5,2016,red
Reserva Varietales 2015,Spain,Uclés,Finca La Estacada,3.7,36,13.25,2015,red
Altavilla della Corte Syrah 2016,Italy,Terre Siciliane,Firriato,3.6,36,10.85,2016,red
Les Amis 2013,Australia,Barossa Valley,Torbreck,4.6,36,208.44,2013,red
Sendas del Rey Tempranillo - Garnacha 2018,Spain,Castilla y León,Félix Solís,3.0,36,4.69,2018,red
Unabashed Zinfandel 2016,United States,California,Motto,3.5,36,21.45,2016,red
Spätburgunder 2016,Germany,Nahe,Martin Tesch,3.0,36,8.9,2016,red
Reserva Cabernet Sauvignon 2018,Chile,Colchagua Valley,Montes,3.8,36,6.35,2018,red
Puglia Tre Autoctoni 2016,Italy,Puglia,Vigneti del Salento,3.6,36,6.23,2016,red
Sequoia 2017,France,Sainte-Foy-Bordeaux,Château Carbonneau,3.8,36,8.67,2017,red
Gigondas Hominis Fides 2009,France,Gigondas,Château de Saint Cosme,4.2,36,49.95,2009,red
Trarbacher Schlossberg Spätburgunder 2011,Germany,Mosel,Markus Molitor,4.1,36,54.95,2011,red
Chianti Classico Riserva 2016,Italy,Chianti Classico,Castello di Gabbiano,3.6,36,17.79,2016,red
Il Vescovado 2014,Italy,Calabria,Chimento,3.9,36,11.2,2014,red
zb 2017,Austria,Mittelburgenland,Gesellmann,3.2,36,14.5,2017,red
Brunello di Montalcino 2015,Italy,Brunello di Montalcino,Collosorbo,4.2,36,40.95,2015,red
Héritage Saint-Mont Rouge 2016,France,Saint-Mont,Plaimont,3.6,36,6.85,2016,red
Kékfrankos Reserve 2015,Hungary,Villány,Heumann,3.7,36,18.9,2015,red
Valdegines Rioja 2017,Spain,Rioja,Artadi,4.1,36,36.85,2017,red
Cavalli 2015,Italy,Toscana,Tenuta Degli Dei,4.1,36,38.9,2015,red
Val Passo Cabernet Sauvignon - Primitivo 2017,Italy,Puglia,Latentia Winery,3.3,36,6.44,2017,red
Lote D Syrah 2014,Chile,Colchagua Valley,Polkura,4.1,36,19.3,2014,red
Reserva Especial Merlot 2009,Chile,Colchagua Valley,Cono Sur,3.4,36,8.72,2009,red
La Clef de Voute Saint-Émilion 2015,France,Saint-Émilion,Vignobles Moreau,4.0,36,19.5,2015,red
Crianza Tempranillo 2017,Spain,Rioja,Baigorri,3.9,36,13.95,2017,red
Valpolicella Classico 2018,Italy,Valpolicella Classico,Cottini,3.5,36,10.28,2018,red
Crescentia Pinot Noir Trocken 2017,Germany,Rheingau,Kloster Eberbach,3.9,36,16.38,2017,red
Château La Grave Fronsac 2016,France,Fronsac,Paul Barre,4.0,36,54.25,2016,red
Clos Marie Arbois 2016,France,Arbois,Domaine Ratte,4.0,36,28.66,2016,red
Syrah 2015,Italy,Terre Siciliane,Capovero,3.3,36,6.45,2015,red
Naboth's Vineyard Clos de Ste. Anne Pinot Noir 2013,New Zealand,Gisborne,Millton,4.2,36,32.07,2013,red
Dolcetto d'Alba 2018,Italy,Dolcetto d'Alba,Scanavino,3.5,36,6.99,2018,red
Terroir Pinot Noir 2015,Austria,Burgenland,Leo Hillinger,3.8,36,26.9,2015,red
Zweigelt 2015,Austria,Niederösterreich,Weingut Bründlmayer,3.3,360,10.09,2015,red
Estate Vineyards Syrah 2015,New Zealand,Hawke's Bay,Te Mata,3.6,360,19.0,2015,red
Brunello di Montalcino Pianrosso 2013,Italy,Brunello di Montalcino,Ciacci Piccolomini d'Aragona,4.4,360,56.05,2013,red
The High Trellis Cabernet Sauvignon 2015,Australia,McLaren Vale,d'Arenberg,3.7,360,13.6,2015,red
Zinfandel 2017,United States,California,Carnivor,3.9,3602,8.73,2017,red
Rouge (Gaston Hochar) 2008,Lebanon,Bekaa Valley,Château Musar,4.3,3608,53.52,2008,red
Belguardo Bronzone Morellino di Scansano Riserva 2015,Italy,Morellino di Scansano,Mazzei,4.0,361,12.95,2015,red
Sallier de La Tour Nero d'Avola 2016,Italy,Sicilia,Tasca d'Almerita,3.6,361,7.13,2016,red
Saint-Émilion Grand Cru 2015,France,Saint-Émilion Grand Cru,Château Bernateau,4.1,361,29.43,2015,red
Cabernet Sauvignon Reserva 2018,Chile,Colchagua Valley,Apaltagua,3.5,361,10.5,2018,red
Pomerol 2014,France,Pomerol,Château Gazin,4.0,361,96.5,2014,red
Pinot Noir 2017,New Zealand,Marlborough,Cloudy Bay,3.9,361,33.63,2017,red
Felino Cabernet Sauvignon 2017,Argentina,Mendoza,Viña Cobos,4.0,3617,13.25,2017,red
Veneto Rosso Passo Rosso 2017,Italy,Veneto,Lenotti,3.7,362,7.19,2017,red
Blauer Spätburgunder Trocken 2015,Germany,Pfalz,Knipser,3.9,362,11.95,2015,red
Chianti Classico 2015,Italy,Chianti Classico,San Giusto a Rentennano,3.8,362,18.33,2015,red
Rouge (Gaston Hochar) 2003,Lebanon,Bekaa Valley,Château Musar,4.2,3625,43.77,2003,red
Vigna del Sorbo Gran Selezione Chianti Classico 2014,Italy,Chianti Classico,Fontodi,4.2,363,43.77,2014,red
Sangre de Toro 2018,Spain,Catalunya,Torres,3.2,363,6.9,2018,red
Thorn Merlot 2016,United States,Napa Valley,The Prisoner,4.3,363,48.55,2016,red
Saffredi 2016,Italy,Maremma Toscana,Fattoria le Pupille,4.4,363,72.65,2016,red
Barbera d'Alba 2017,Italy,Barbera d'Alba,Elio Altare,3.9,363,16.39,2017,red
Saint-Julien (Grand Cru Classé) 2009,France,Saint-Julien,Château Léoville Las Cases,4.5,363,329.0,2009,red
Haut-Médoc 2005,France,Haut-Médoc,Château Cambon La Pelouse,3.8,363,35.95,2005,red
Single Vineyard Tinto 2014,Spain,La Mancha,Quinta de Quercus,4.0,363,31.96,2014,red
Lacoste Borie Pauillac 2014,France,Pauillac,Château Grand-Puy-Lacoste,4.0,364,38.58,2014,red
Domaine des Grands Chemins Crozes-Hermitage 2016,France,Crozes-Hermitage,Delas,3.8,364,28.18,2016,red
Sedàra 2017,Italy,Sicilia,Donnafugata,3.6,364,7.45,2017,red
Grotta Rossa Carignano del Sulcis 2017,Italy,Carignano del Sulcis,Santadi,3.6,364,6.58,2017,red
Altos del Plata Malbec 2017,Argentina,Mendoza,Terrazas de los Andes,3.6,3640,16.39,2017,red
Crozes-Hermitage Domaine de Thalabert 2016,France,Crozes-Hermitage,Paul Jaboulet Aîné,3.9,365,38.91,2016,red
Merlot - Shiraz 2017,South Africa,Citrusdal Mountain,Cederberg,3.9,365,12.9,2017,red
Dão 2017,Portugal,Dão,Casa de Santar,3.8,365,8.99,2017,red
Saint-Émilion Grand Cru (Grand Cru Classé) 2005,France,Saint-Émilion Grand Cru,Château Quinault l'Enclos,3.9,365,56.95,2005,red
Las Moras Syrah 2019,Argentina,San Juan,Bodega Finca Las Moras,3.4,365,6.21,2019,red
Tre 2015,Italy,Toscana,Brancaia,3.8,3653,14.61,2015,red
Chianti Colli Senesi 2016,Italy,Chianti Colli Senesi,Castellani,3.5,366,6.75,2016,red
Scaia Paradiso 2017,Italy,Veneto,Tenuta Sant'Antonio,3.9,366,9.89,2017,red
Syrah 2018,France,Languedoc-Roussillon,Paul Mas,3.7,366,5.5,2018,red
Pinot Noir 2017,New Zealand,Marlborough,The Ned,3.6,366,15.59,2017,red
Tintilla 2014,Spain,Cádiz,Vara Y Pulgar,3.8,366,18.19,2014,red
Single Vineyard Tinto 2016,Spain,La Mancha,Quinta de Quercus,4.0,366,12.9,2016,red
Pinot Noir 2017,Italy,Sicilia,Stemmari,3.7,367,5.79,2017,red
Othello 2014,United States,Napa Valley,Dominus,3.9,367,42.89,2014,red
Calados de Puntido Tempranillo 2014,Spain,Rioja,Viñedos de Páganos,4.0,367,46.95,2014,red
Novecento Malbec 2018,Argentina,Mendoza,Dante Robino,3.3,367,8.41,2018,red
Carruades de Lafite Pauillac 2008,France,Pauillac,Château Lafite Rothschild,4.3,367,279.95,2008,red
Heideboden Rot 2016,Austria,Neusiedlersee,Hannes Reeh,3.7,367,13.6,2016,red
Celeste Crianza 2017,Spain,Ribera del Duero,Pago del Cielo,3.9,367,16.5,2017,red
Barbera d'Alba 2018,Italy,Barbera d'Alba,Mauro Molino,3.8,367,12.1,2018,red
Rioja Reserva 2014,Spain,Rioja,Marqués de Cáceres,3.9,3672,13.69,2014,red
Pinot Noir 2015,United States,Oregon,Erath,3.7,3676,21.45,2015,red
Primitivo Puglia Primasole 2018,Italy,Puglia,Cielo e Terra,3.8,368,4.47,2018,red
Saint Joseph Poivre et Sol 2016,France,Saint-Joseph,Francois Villard,3.9,368,19.9,2016,red
Villa de Corullón Bierzo 2011,Spain,Bierzo,Descendientes de J. Palacios,4.0,368,38.01,2011,red
Essence du Cap Pinotage 2017,South Africa,Bottelary,Fleur du Cap,3.3,368,9.9,2017,red
Bramare Marchiori Vineyard Malbec 2016,Argentina,Mendoza,Viña Cobos,4.5,368,78.19,2016,red
Kerbuccio Maury Sec 2014,France,Maury,Château Saint-Roch,3.8,368,21.9,2014,red
Ursprung 2017,Germany,Pfalz,Schneider,3.7,368,8.95,2017,red
Edizione Cinque Autoctoni 2016,Italy,Abruzzo,Farnese,4.3,3685,21.89,2016,red
Ribera del Duero Red 2015,Spain,Ribera del Duero,Montecastro,4.1,369,22.23,2015,red
Selección Finca el Grajo Viejo 2012,Spain,Ribera del Duero,Protos,4.1,369,54.9,2012,red
Dalmau Rioja 2014,Spain,Rioja,Marqués de Murrieta,4.5,369,61.41,2014,red
Grandi Annate Vino Nobile di Montepulciano 2013,Italy,Vino Nobile di Montepulciano,Avignonesi,4.2,369,78.0,2013,red
Haut-Médoc (Grand Cru Classé) 2015,France,Haut-Médoc,Château de Camensac,3.9,369,45.0,2015,red
El Abuelo Garnacha Tintorera 2018,Spain,Almansa,Bodegas Piqueras,4.1,369,7.45,2018,red
Les Grézeaux Chinon 2015,France,Chinon,Bernard Baudry,3.8,369,33.73,2015,red
Pinot Noir Riserva Monticol 2016,Italy,Südtirol - Alto Adige,Terlan (Terlano),4.1,369,25.3,2016,red
Sainte-Épine Saint-Joseph 2016,France,Saint-Joseph,Delas,4.3,37,56.45,2016,red
Bin 3 Merlot - Cabernet Sauvignon 2017,South Africa,Stellenbosch,Kaapzicht,4.1,37,10.95,2017,red
Barrique Zweigelt 2017,Austria,Kamptal,Kurt Angerer,3.4,37,9.8,2017,red
Kammerberg Spätburgunder GG 2013,Germany,Pfalz,Friedrich Becker,4.2,37,72.89,2013,red
Fleurie Colonies de Rochegrès 2014,France,Fleurie,Joseph Burrier (Château de Beauregard),4.0,37,19.9,2014,red
Valpolicella 2018,Italy,Valpolicella,Latium Morini,3.6,37,9.45,2018,red
Caro 2017,Argentina,Mendoza,Caro (Catena and Rothschild),4.2,37,48.1,2017,red
Spätburgunder Rotwein Trocken 2013,Germany,Rheinhessen,Wittmann,3.9,37,17.29,2013,red
Merlot 2018,Chile,Central Valley,Carmen,3.7,37,6.75,2018,red
Merlot Reserva 2017,Chile,Casablanca Valley,Veramonte,3.5,37,8.5,2017,red
Saint-Émilion Grand Cru (Grand Cru Classé) 2016,France,Saint-Émilion Grand Cru,Château Franc Mayne,3.8,37,63.66,2016,red
Domaine des Pierrelles Côte Rôtie 2015,France,Côte-Rôtie,Paul Jaboulet Aîné,4.3,37,83.15,2015,red
Schwarz Mann 2015,Austria,Burgenland,Schwarz,3.7,37,12.48,2015,red
Sangiovese - Shiraz 2017,Australia,McLaren Vale,Coriole Vineyards,3.5,37,10.51,2017,red
Fabio Contato Valtènesi Rosso 2015,Italy,Garda,Cà Maiol,3.9,37,26.99,2015,red
Vacqueyras 2018,France,Vacqueyras,M. Chapoutier,4.1,37,22.22,2018,red
GSM 2016,France,Vin de France,Maison de La Villette,3.7,37,6.39,2016,red
Volnay 2016,France,Volnay,Domaine Poulleau Père & Fils,3.4,37,38.8,2016,red
Reserva Real 2015,Spain,Penedès,Torres,4.1,37,115.43,2015,red
Rosso di Montalcino 2018,Italy,Rosso di Montalcino,Tenuta Il Poggione,3.8,37,12.57,2018,red
Zweigelt Reserve BURG 2016,Austria,Niederösterreich,Weingut R&A Pfaffl,4.0,37,22.59,2016,red
Azagador Reserva Tinto 2014,Spain,La Mancha,Pago de la Jaraba,4.0,37,7.9,2014,red
Les Carrétals 2016,France,Minervois,Domaine Anne Gros & Jean-Paul Tollot,4.1,37,36.55,2016,red
La Rétro Rouge 2019,France,Vin de France,Domaine Lafage,3.1,37,9.21,2019,red
Saint-Émilion Grand Cru 2013,France,Saint-Émilion Grand Cru,Château Tertre Roteboeuf,4.6,37,166.45,2013,red
Feudi d'Albe Montepulciano d'Abruzzo 2017,Italy,Montepulciano d'Abruzzo,Bove,3.5,37,4.3,2017,red
Conciso Tinto 2015,Portugal,Dão,Niepoort,3.8,37,18.73,2015,red
Montecoco Salice Salentino Rosso 2017,Italy,Salice Salentino,Cantine due Palme,3.7,37,8.17,2017,red
Dornfelder 2017,Germany,Pfalz,Thorsten Krieger,3.2,37,8.32,2017,red
Etichetta Blu Chianti Classico 2017,Italy,Chianti Classico,Lamole di Lamole,3.9,37,15.95,2017,red
La Garnatxa Fosca del Priorat 2018,Spain,Priorat,Proyecto Garnachas de España,3.9,37,18.95,2018,red
Merlot 2011,Italy,Colli Orientali del Friuli,La Tunella,3.5,37,16.56,2011,red
Limited Release Merlot 2012,United States,Napa Valley,Black Stallion,4.0,37,84.27,2012,red
Parrina Sangiovese 2017,Italy,Parrina,Fattoria la Parrina,3.4,37,11.21,2017,red
Orígenes 2017,Spain,Castilla y León,Dehesa de Luna,3.7,37,10.42,2017,red
Othello 2016,United States,Napa Valley,Dominus,3.7,37,42.89,2016,red
Maximus 2015,Germany,Rheinhessen,Pfannebecker,3.9,37,14.9,2015,red
Sasso Bucato 2017,Italy,Toscana,Russo,4.1,37,20.96,2017,red
Merlot dal Pic 2013,Italy,Collio,Collavini,4.1,37,36.0,2013,red
Königsbecher Pinot Noir GG 2011,Germany,Baden,Heitlinger,3.6,37,28.09,2011,red
Gravel Quarry Cabernet Sauvignon 2017,South Africa,Paarl,Glen Carlou,4.1,37,32.9,2017,red
Cabernet Sauvignon 2018,Chile,Central Valley,de Gras,3.5,37,5.5,2018,red
Consigna Cabernet Sauvignon 2018,Spain,Castilla,Félix Solís,3.3,37,4.99,2018,red
El Vuelo 2013,Spain,Castilla y León,Ermita del Conde,3.5,37,7.9,2013,red
Imagine 2016,France,Ventoux,Vindemio,3.7,37,17.0,2016,red
Brunello di Montalcino 2015,Italy,Brunello di Montalcino,Podere La Vigna,4.1,37,29.15,2015,red
Aglianico 2014,Italy,Calabria,Ferrocinto,3.7,37,6.8,2014,red
Saint-Émilion Grand Cru 2015,France,Saint-Émilion Grand Cru,Château de Lisse,3.7,37,40.98,2015,red
Crianza 2015,Spain,Navarra,Castillo de Enériz,3.4,37,6.88,2015,red
Predappio Sangiovese 2013,Italy,Emilia-Romagna,Conde,3.8,37,15.11,2013,red
Goru Organic 2018,Spain,Jumilla,EGO,3.7,37,6.69,2018,red
Côtes de Thongue 2016,France,Côtes de Thongue,Bassac,3.7,37,18.25,2016,red
Estate Red 2017,South Africa,Constantia,Klein Constantia,3.8,37,18.87,2017,red
Vinhas Velhas 2015,Portugal,Dão,Quinta da Ponte Pedrinha,4.0,37,19.9,2015,red
Haut-Médoc 2016,France,Haut-Médoc,Château du Retout,3.8,370,16.9,2016,red
Marionette Monastrell - Syrah 2017,Spain,Jumilla,EGO,3.7,370,7.5,2017,red
Serenity 2016,South Africa,Hemel-en-Aarde Valley,Ataraxia,4.0,370,17.74,2016,red
Torre Albéniz Reserva Ribera del Duero 2015,Spain,Ribera del Duero,Finca Torremilanos,4.1,370,24.37,2015,red
Saint-Julien (Grand Cru Classé) 2008,France,Saint-Julien,Château Léoville Las Cases,4.3,370,185.0,2008,red
Malbec 2017,Argentina,Agrelo,Crios,3.6,3705,12.51,2017,red
Hommage à Jacques Perrin Châteauneuf-du-Pape 2009,France,Châteauneuf-du-Pape,Château de Beaucastel,4.5,371,480.0,2009,red
Tenuta Guado al Tasso Cont'Ugo Bolgheri 2017,Italy,Bolgheri,Antinori,4.2,371,34.02,2017,red
Pomerol 2015,France,Pomerol,Jean-Pierre Moueix,3.8,371,24.73,2015,red
Pinot Noir 2016,South Africa,Elgin,Paul Cluver,3.7,371,18.9,2016,red
Pomerol 2005,France,Pomerol,Vieux Château Certan,4.4,371,204.74,2005,red
Saint-Estèphe 2013,France,Saint-Estèphe,Château Lilian Ladouys,3.7,371,21.63,2013,red
Alfredo Second Pass Shiraz 2015,Australia,New South Wales,Nugan,3.7,372,14.29,2015,red
Cabernet Sauvignon 2018,United States,California,Gallo Family Vineyards,3.6,372,6.05,2018,red
Barolo Gallinotto 2012,Italy,Barolo,Mauro Molino,4.1,372,31.9,2012,red
Ca' de' Rocchi Corvè Corvina della Provincia di Verona 2017,Italy,Verona,Tinazzi,4.3,372,9.65,2017,red
Lirica Primitivo di Manduria 2017,Italy,Primitivo di Manduria,Produttori Vini Manduria,4.0,372,12.18,2017,red
Inferno Riserva Valtellina Superiore 2013,Italy,Valtellina Superiore,Aldo Rainoldi,3.9,372,26.09,2013,red
Chalk Hill Blue Shiraz - Cabernet 2016,Australia,South Australia,Angove,3.3,372,7.7,2016,red
Reserva Rioja Tempranillo 2011,Spain,Rioja,Baigorri,4.0,373,26.81,2011,red
Essenze Barolo 2013,Italy,Barolo,Vite Colte,3.9,373,25.13,2013,red
Mompertone Monferrato 2015,Italy,Monferrato,Prunotto,3.7,373,13.99,2015,red
Priorat Cruor 2015,Spain,Priorat,Casa Gran del Siurana,4.2,373,17.99,2015,red
Toscana Rosso 2015,Italy,Toscana,Altesino,3.7,373,11.0,2015,red
Amarone della Valpolicella Classico Lena di Mezzo 2015,Italy,Amarone della Valpolicella Classico,Monte del Frá,4.2,373,28.03,2015,red
Old Vine Zinfandel 2016,United States,California,Bogle,3.8,3731,15.33,2016,red
Tinto 2017,Spain,Ribera del Duero,Emilio Moro,4.2,3734,15.38,2017,red
Châteauneuf-du-Pape 2016,France,Châteauneuf-du-Pape,Xavier Vignon,4.1,374,29.95,2016,red
Armantes Garnacha - Tempranillo 2016,Spain,Calatayud,San Gregorio,3.8,374,6.09,2016,red
Mercurey 2017,France,Mercurey,Château de Chamirey,4.0,374,39.36,2017,red
Salanques Priorat 2016,Spain,Priorat,Mas Doix,4.1,374,35.7,2016,red
Barolo 2015,Italy,Barolo,Ricossa,3.7,374,18.84,2015,red
Fronsac 2016,France,Fronsac,Château Dalem,3.9,375,23.95,2016,red
Appassimento 2018,Italy,Salento,Aristocratico,3.9,375,7.79,2018,red
Ultra Malbec Las Rocas 2018,Argentina,Mendoza,Kaiken,4.1,375,17.4,2018,red
Rouge (Estate Reserve) 2008,South Africa,Stellenbosch,Morgenster Estate,4.3,375,38.94,2008,red
Pessac-Léognan 2015,France,Pessac-Léognan,Château Ferran,3.7,375,19.95,2015,red
Unfiltered Red 2013,Chile,Maule Valley,Erasmo,3.9,375,21.05,2013,red
Côtes-du-Rhône Rouge 2016,France,Côtes-du-Rhône,E. Guigal,3.7,3752,8.7,2016,red
Merlot 2016,Israel,Galilee,Yarden,4.1,376,24.9,2016,red
Aconcagua Alto Cabernet Sauvignon 2015,Chile,Aconcagua,Errazuriz,3.8,376,21.45,2015,red
Saint-Julien (Grand Cru Classé) 2015,France,Saint-Julien,Château Gruaud Larose,4.1,376,82.86,2015,red
Margaux (Grand Cru Classé) 2013,France,Margaux,Château Rauzan-Ségla,3.9,376,67.26,2013,red
Varietal Cabernet Sauvignon 2018,Chile,Central Valley,Santa Helena,3.1,376,4.85,2018,red
Lagrein (Selezione) 2018,Italy,Südtirol - Alto Adige,Elena Walch,3.9,377,13.9,2018,red
Quadrio Valtellina Superiore 2015,Italy,Valtellina Superiore,Nino Negri,3.7,377,11.36,2015,red
Cabernet Sauvignon 2016,South Africa,Stellenbosch,Tokara,3.8,377,13.95,2016,red
Grande Reserve 2017,Chile,Colchagua Valley,Los Vascos,3.8,377,15.79,2017,red
Pinotage 2017,South Africa,Coastal Region,Fleur du Cap,3.4,377,9.95,2017,red
Crianza Rioja 2017,Spain,Rioja,Ramón Bilbao,3.9,377,8.7,2017,red
S.L.V. Cabernet Sauvignon 2014,United States,Napa Valley,Stag's Leap Wine Cellars,4.4,377,180.35,2014,red
Toscana I Sodi di San Niccolo 2015,Italy,Toscana,Castellare,4.3,377,48.4,2015,red
Valpolicella Ripasso Superiore 2017,Italy,Valpolicella Ripasso,Palazzo Maffei,3.8,378,11.5,2017,red
CDC Rosso 2017,Italy,Terre Siciliane,Baglio del Cristo di Campobello,3.8,378,7.6,2017,red
Hermitage La Chapelle Rouge 1995,France,Hermitage,Paul Jaboulet Aîné,4.3,378,181.75,1995,red
Reserva Vendimia Seleccionada 2014,Spain,Rioja,Viña Albina,3.6,378,11.6,2014,red
Amarone della Valpolicella 2015,Italy,Amarone della Valpolicella,Castelforte,4.1,3782,19.9,2015,red
120 Cabernet Sauvignon 2015,Chile,Central Valley,Santa Rita,3.2,3783,6.77,2015,red
Shiraz (Skaapveld) 2017,South Africa,Coastal Region,MAN,3.5,3784,5.3,2017,red
Grand Estates Cabernet Sauvignon 2016,United States,Columbia Valley,Columbia Crest,3.7,3784,12.25,2016,red
Merlot 2019,Australia,South Eastern Australia,Yellow Tail,3.6,379,6.21,2019,red
Chiantari Nero d'Avola 2018,Italy,Terre Siciliane,Zabu,4.0,379,6.8,2018,red
Cadillac - Côtes de Bordeaux (Premières Côtes de Bordeaux) 2014,France,Cadillac - Côtes de Bordeaux,Château de Ricaud,3.7,379,11.3,2014,red
Duas Quintas Tinto 2017,Portugal,Douro,Ramos Pinto,3.9,379,10.63,2017,red
Pauillac (Grand Cru Classé) 2016,France,Pauillac,Château Pichon Baron,4.4,379,193.99,2016,red
Sangre de Toro 2017,Spain,Catalunya,Torres,3.5,3792,6.75,2017,red
Echevin Guillaume de Rouville Rouge 2017,France,Côtes-du-Rhône-Villages 'Saint-Maurice',Domaine La Florane,3.9,38,15.5,2017,red
Barolo Prapò 2013,Italy,Barolo,Ceretto,4.2,38,96.03,2013,red
Zweigelt 2017,Austria,Wagram,Anton Bauer,3.8,38,9.51,2017,red
Killerman's Run Shiraz - Grenache 2014,Australia,Clare Valley,Kilikanoon,3.8,38,20.75,2014,red
Syrah 2017,Italy,Terre Siciliane,Fatascia,3.5,38,7.55,2017,red
Chianti Rufina Riserva 2012,Italy,Chianti Rùfina,Villa di Vetrice,3.7,38,13.9,2012,red
Caspar C. Spätburgunder 2016,Germany,Ahr,Deutzerhof,3.9,38,24.28,2016,red
Cosimo Varvaglione Collezione Privata Negroamaro del Salento 2014,Italy,Salento,Varvaglione,4.2,38,20.9,2014,red
Tour des Trois Lunes Rouge 2016,France,Bordeaux,Sichel,3.7,38,15.4,2016,red
Clos de Vougeot Grand Cru 2011,France,Clos Vougeot Grand Cru,Joseph Drouhin,4.4,38,174.49,2011,red
Côtes de Castillon 2010,France,Castillon - Côtes de Bordeaux,Clos Les Lunelles,3.7,38,34.95,2010,red
Les Remparts de Ferrière Margaux 2011,France,Médoc,Château Ferrière,3.6,38,29.95,2011,red
Palmenti Primitivo di Manduria Vigne Vecchie 2016,Italy,Primitivo di Manduria,Masseria Pietrosa,4.3,38,24.37,2016,red
Vinyarets 2018,Spain,Penedès,Torres,3.6,38,15.95,2018,red
d'Alceo 2014,Italy,Toscana,Castello dei Rampolla,4.3,38,172.0,2014,red
Giramonte Toscana 2014,Italy,Toscana,Tenuta Castiglioni,4.3,38,126.38,2014,red
Rosso Piceno Superiore Campo Delle Mura 2006,Italy,Rosso Piceno,Moncaro,4.0,38,17.45,2006,red
Sud Tarantino Primitivo - Merlot 2018,Italy,Tarantino,San Marzano,3.7,38,6.73,2018,red
Amarone della Valpolicella Classico 2015,Italy,Amarone della Valpolicella Classico,Lenotti,4.2,38,23.9,2015,red
Dròmos 2011,Italy,Maremma Toscana,Poggio Verrano,4.0,38,37.97,2011,red
Rioja Reserva 2013,Spain,Rioja,Remelluri,4.1,38,24.95,2013,red
Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2013,France,Saint-Émilion Grand Cru,Château Ausone,4.7,38,575.13,2013,red
Rasteau 2016,France,Rasteau,Domaine Fond Croze,3.7,38,12.18,2016,red
Châteauneuf-du-Pape 2004,France,Châteauneuf-du-Pape,Tardieu-Laurent,4.2,38,49.95,2004,red
Spätburgunder 2012,Germany,Pfalz,Oliver Zeter,3.7,38,9.7,2012,red
Rioja Viñas Viejas 2016,Spain,Rioja,Beronia,3.6,38,13.99,2016,red
Rioja Cisma 2014,Spain,Rioja,Pujanza,4.4,38,112.0,2014,red
Saint-Émilion Grand Cru (Grand Cru Classé) 2015,France,Saint-Émilion Grand Cru,Château Destieux,4.2,38,69.82,2015,red
Bourgogne Pinot Noir 2017,France,Bourgogne,Régnard,3.6,38,19.64,2017,red
Bricco dell'Uccellone Barbera d'Asti 2017,Italy,Barbera d'Asti,Braida,4.4,38,49.9,2017,red
Gold 2017,South Africa,Stellenbosch,Rustenberg,3.6,38,25.34,2017,red
Rosenthal Spätburgunder GG 2012,Germany,Ahr,J.J. Adeneuer,4.1,38,38.94,2012,red
Clos de Citeaux Pommard Grands Épenots Premier Cru 2015,France,Pommard 1er Cru 'Les Grands Epenots',Domaine Jean Monnier & Fils,4.1,38,83.15,2015,red
Passion 2015,Austria,Burgenland,Reunion,3.7,38,18.49,2015,red
Cà Bussin Valpolicella Classico 2017,Italy,Valpolicella,Boscaini Carlo,3.2,38,10.5,2017,red
Eichberg Spätburgunder GG 2016,Germany,Baden,Franz Keller,4.2,38,49.0,2016,red
Amarone della Valpolicella Classico 2013,Italy,Amarone della Valpolicella Classico,Nicolis,3.9,38,39.9,2013,red
Médoc 2016,France,Médoc,Château Castera,3.9,38,15.69,2016,red
Schioppettino 2012,Italy,Colli Orientali del Friuli,Conte d'Attimis Maniago,3.5,38,13.9,2012,red
Classic Zweigelt 2017,Austria,Burgenland,Esterházy,3.7,38,9.4,2017,red
Messorio 2016,Italy,Toscana,Le Macchiole,4.4,38,193.03,2016,red
Centenario 2011,Italy,Monferrato,Azienda Agricola Accornero,4.1,38,24.9,2011,red
Saint-Estèphe 2016,France,Saint-Estèphe,Château Beau-Site,4.0,38,25.15,2016,red
Predappio Sangiovese 2015,Italy,Emilia-Romagna,Conde,4.2,38,15.1,2015,red
El Carretil Rioja 2016,Spain,Rioja,Artadi,4.3,38,160.84,2016,red
Siebeneich Merlot Riserva 2010,Italy,Südtirol - Alto Adige,Colterenzio (Schreckbichl),3.6,38,15.55,2010,red
Caselle Chianti Superiore 2015,Italy,Chianti,Montellori,3.4,38,10.99,2015,red
Valpolicella 2019,Italy,Valpolicella,Allegrini,3.6,38,10.49,2019,red
Amarone della Valpolicella Classico 2015,Italy,Amarone della Valpolicella Classico,Paolo Cottini,4.0,38,43.9,2015,red
Camalaione 2013,Italy,Chianti,Cinciole,4.2,38,38.94,2013,red
Bell'Aja 2017,Italy,Bolgheri,San Felice,3.7,38,15.5,2017,red
Rosso di Montalcino 2016,Italy,Rosso di Montalcino,Tenute Silvio Nardi,3.7,380,14.52,2016,red
Pessac-Léognan (Grand Cru Classé de Graves) 2008,France,Pessac-Léognan,Château La Mission Haut-Brion,4.4,380,209.9,2008,red
María 2016,Spain,Valencia,De Moya,4.0,380,10.9,2016,red
