name,country,region,winery,rating,no_ratings,price,year,type
Castello della Sala San Giovanni della Sala Classico Superiore 2019,Italy,Orvieto,Antinori,3.9,46,14.85,2019,white
Penon Pinot Bianco 2018,Italy,Sdtirol - Alto Adige,Nals Margreid,3.7,46,12.8,2018,white
Classic Riesling 2018,France,Alsace,Hugel,3.7,46,14.75,2018,white
Efeso Bianco 2017,Italy,Val di Neto,Librandi,3.9,46,11.4,2017,white
Laudri Chardonnay 2018,Italy,Terre Siciliane,Baglio del Cristo di Campobello,4.1,46,17.23,2018,white
Nonnenberg Monopol Riesling 2016,Germany,Rheingau,Georg Breuer,4.2,46,52.0,2016,white
Roero Arneis 2019,Italy,Roero,Bruno Giacosa,3.8,46,19.4,2019,white
Pedra de Guix 2016,Spain,Priorat,Terroir Al Lmit Soc. Lda,4.3,46,60.0,2016,white
La Falaise Languedoc Blanc 2016,France,Languedoc,Chteau la Ngly,4.1,46,19.01,2016,white
Bordeaux Blanc 2016,France,Bordeaux,Chteau de Ricaud,3.4,46,7.44,2016,white
Grauer Burgunder vom Lss 2018,Germany,Pfalz,Philipp Kuhn,4.0,46,14.89,2018,white
The Y Series Unwooded Chardonnay 2019,Australia,South Australia,Yalumba,3.2,46,11.9,2019,white
Marienburg GG Fahrlay 2016,Germany,Mosel,Clemens Busch,4.3,46,33.5,2016,white
Kleine Rust Chenin Blanc - Sauvignon Blanc 2019,South Africa,Stellenbosch,Stellenrust,3.6,46,5.76,2019,white
Friulano 2017,Italy,Colli Orientali del Friuli,Torre Rosazza,4.0,46,13.93,2017,white
Kalk & Stein 2018,Germany,Pfalz,Weingut Seckinger,3.7,46,8.8,2018,white
Reiterpfad G.C 2014,Germany,Pfalz,Dr. Brklin-Wolf,4.1,46,54.17,2014,white
Riesling Alsace 2016,France,Alsace,Kuehn,3.7,46,8.48,2016,white
Sauvignon Blanc Reserve 2017,South Africa,Walker Bay,Bouchard Finlayson,3.6,46,16.95,2017,white
Chardonnay 2018,South Africa,Stellenbosch,Edgebaston,4.0,46,12.95,2018,white
Unplugged Riesling 2018,Germany,Nahe,Martin Tesch,3.7,46,9.9,2018,white
Timpa del Principe 2017,Italy,Calabria,Ferrocinto,3.8,46,7.1,2017,white
Corton-Charlemagne Grand Cru 2016,France,Corton-Charlemagne Grand Cru,Domaine des Hritiers Louis Jadot,4.4,47,189.39,2016,white
Bertesca Vernaccia di San Gimignano 2017,Italy,Vernaccia di San Gimignano,Castelli del Grevepesa,3.1,47,7.42,2017,white
Kirchleiten Sauvignon 2013,Italy,Sdtirol - Alto Adige,Tiefenbrunner,3.8,47,15.59,2013,white
Chardonnay 2016,United States,Russian River Valley,Gallo Signature Series,4.2,47,32.01,2016,white
Sauvignon Blanc Trocken 2019,Germany,Rheinhessen,Hofmann,3.8,47,10.0,2019,white
Three Terraces Waihopai Sauvignon Blanc 2017,New Zealand,Marlborough,Marisco Vineyards,3.8,47,15.95,2017,white
Rserve Royale Goruli Mtsvane 2015,Georgia,Kakheti,Mukhrani,4.1,47,29.9,2015,white
Chardonnay 2019,South Africa,Coastal Region,Protea,3.3,47,8.95,2019,white
Lores Chardonnay 2017,Austria,Thermenregion,Johanneshof Reinisch,3.9,47,24.1,2017,white
Nosiola 2018,Italy,Vigneti delle Dolomiti,Madonna delle Vittorie,3.7,47,12.57,2018,white
Golden Grner Veltliner Reserve 2018,Austria,Weinviertel,Weingut R&A Pfaffl,4.0,47,22.5,2018,white
Chardonnay 2018,France,Pays d'Oc,Croix d'Or,3.8,47,6.9,2018,white
Gelber Muskateller Steirische Klassik 2019,Austria,Sdsteiermark,Tement,3.7,47,13.61,2019,white
Schieferterrassen Reserve Riesling 2017,Austria,Kremstal,Domane Krems,4.2,47,14.72,2017,white
Chteauneuf-du-Pape Vieilles Vignes Blanc 2006,France,Chteauneuf-du-Pape,Tardieu-Laurent,4.2,47,46.95,2006,white
Reserva Chardonnay 2018,Chile,Casablanca Valley,Caliterra,3.2,47,6.99,2018,white
Wehlener Sonnenuhr Riesling Sptlese 2017,Germany,Wehlen,Joh. Jos. Prm,4.2,47,30.47,2017,white
Zeltinger Schlossberg Riesling Auslese** 2007,Germany,Mosel,Markus Molitor,4.5,47,43.65,2007,white
Fiano Salento Roycello 2018,Italy,Salento,Tormaresca,3.5,47,13.25,2018,white
Chablis Vieilles Vignes 2017,France,Chablis,Chteau de Chemilly,4.0,47,16.5,2017,white
Tal Chardonnay 2018,Italy,Puglia,San Marzano,3.8,47,6.85,2018,white
Manzanile Vermentino di Sardegna 2018,Italy,Vermentino di Sardegna,Gabbas,3.6,47,11.0,2018,white
Rivaner 2018,Germany,Baden,Karl H. Johner,3.3,47,7.72,2018,white
de Vite 2019,Italy,Vigneti delle Dolomiti,J. Hofsttter,4.0,47,11.16,2019,white
Sauvignon Blanc 2018,Italy,Sdtirol - Alto Adige,Alois Lageder,3.6,47,12.9,2018,white
Obere Steilterrassen Atzberg Grner Veltliner 2016,Austria,Wachau,Gritsch Mauritiushof,4.4,47,56.05,2016,white
Sa Fita Blanco 2017,Spain,Pl i Llevant,Es Fangar,4.2,47,18.9,2017,white
Sauvignon Blanc 2019,South Africa,Stellenbosch,Stellenrust,3.5,47,7.29,2019,white
Supperin Grner Veltliner 2016,Austria,Wachau,Pichler-Krutzler,3.8,47,27.5,2016,white
Bourgogne Hautes-Ctes de Beaune Chardonnay 2018,France,Bourgogne Hautes-Ctes de Beaune,Domaine Henri Delagrange et Fils,3.4,47,16.83,2018,white
Chassagne-Montrachet 1er Cru 'Cailleret' 2012,France,Chassagne-Montrachet 1er Cru 'Cailleret',Jean-Marc Morey,4.0,47,86.62,2012,white
Donnaluce 2019,Italy,Lazio,Poggio le Volpi,4.1,47,12.9,2019,white
Frhlingspltzchen Riesling GG 2014,Germany,Nahe,Emrich-Schnleber,4.2,47,38.95,2014,white
Mcon-Verz 2018,France,Mcon-Villages,Domaine Leflaive,4.1,47,31.9,2018,white
Deidesheimer Herrgottsacker Riesling Trocken 2018,Germany,Pfalz,Georg Mosbacher,4.0,48,10.84,2018,white
Muti Albario 2014,Spain,Ras Baixas,Ral Prez,3.9,48,21.9,2014,white
Perdaudin Roero Arneis 2018,Italy,Roero,Negro Angelo,3.9,48,15.5,2018,white
Anteprima Tonda Trebbiano Spoletino 2017,Italy,Spoleto,Antonelli San Marco,4.1,48,20.9,2017,white
Riesling Trocken 2016,Germany,Rheingau,Prinz,3.5,48,8.95,2016,white
Smillon - Chardonnay 2018,Australia,South Australia,Rawson's Retreat,3.3,48,7.9,2018,white
La Galopine Condrieu 2017,France,Condrieu,Delas,4.1,48,44.75,2017,white
Le G de Guiraud Bordeaux Blanc Sec 2019,France,Bordeaux,Chteau Guiraud,4.0,48,14.52,2019,white
Weissenkirchner Achleithen Grner Veltliner Smaragd 2015,Austria,Wachau,Rudi Pichler,4.2,48,54.0,2015,white
Reserve Sauvignon Blanc 2017,South Africa,Cape Point,Cape Point Vineyards,4.1,48,21.5,2017,white
Escheburg 2011,Germany,Mosel,Immich-Batterieberg,4.0,48,16.47,2011,white
Halgans Riesling Trocken 2016,Germany,Nahe,Emrich-Schnleber,3.7,48,20.9,2016,white
Ras Baixas Albario 2019,Spain,Ras Baixas,Martin Codax,3.7,48,7.93,2019,white
Riesling Grand Premier Cru 2018,Luxembourg,Ctes de Grevenmacher,Bernard-Massard,3.7,48,14.83,2018,white
Grauburgunder 2018,Germany,Pfalz,Rings,3.6,48,9.45,2018,white
Wattle Brae Riesling 2017,Australia,Eden Valley,Langmeil,3.7,48,14.13,2017,white
Baron Salvadori Chardonnay Riserva 2016,Italy,Sdtirol - Alto Adige,Nals Margreid,4.0,48,25.9,2016,white
Les Ctes aux Valets Sancerre Blanc 2015,France,Sancerre,Henri Bourgeois,4.2,48,50.69,2015,white
Grner Veltliner Smaragd Classic 2017,Austria,Wachau,Domne Wachau,3.9,48,14.99,2017,white
Pouilly-Fuiss Vielles Vignes 2016,France,Pouilly-Fuiss,Daniel Pollier,3.7,48,16.08,2016,white
Limousin 2018,Spain,Rueda,Marqus de Riscal,4.0,48,10.45,2018,white
Terroir Series Torrontes 2019,Argentina,Salta,Kaiken,3.7,48,8.54,2019,white
Timeo Grillo 2016,Italy,Terre Siciliane,Baglio di Pianetto,3.8,48,12.58,2016,white
Villa Torre Verdicchio dei Castelli di Jesi Classico Superiore 2018,Italy,Verdicchio dei Castelli di Jesi,Tenuta di Tavignano,3.3,48,8.76,2018,white
Sauvignon Blanc 2019,New Zealand,Marlborough,Moroki,3.7,48,8.41,2019,white
Runcneuv Arneis 2019,Italy,Langhe,Roberto Sarotto,3.8,48,9.26,2019,white
Kirchspiel Riesling GG 2018,Germany,Rheinhessen,Wittmann,4.0,48,46.4,2018,white
Grand Marrenon Blanc 2018,France,Luberon,Marrenon,3.5,48,11.5,2018,white
Ganz Horn Im Sonnenschein GG 2015,Germany,Pfalz,konomierat Rebholz,4.1,48,49.0,2015,white
Therese Sauvignon Blanc 2018,Austria,Sdsteiermark,Weingut Erich & Walter Polz,3.7,48,23.8,2018,white
Nierstein Riesling Trocken 2016,Germany,Rheinhessen,Khling-Gillot,3.8,48,19.4,2016,white
Sauvignon Blanc 2017,South Africa,Coastal Region,Diemersfontein,3.4,48,7.5,2017,white
Blanco 2019,Spain,Rioja,Baron de Ley,3.7,48,5.69,2019,white
Le Fornaci Lugana 2019,Italy,Lugana,Tommasi,3.9,48,10.5,2019,white
Oberhuser Brcke Riesling Sptlese 2015,Germany,Nahe,Dnnhoff,4.2,49,25.84,2015,white
Sauvignon 2018,France,Bordeaux,Le Petit Baigneur,3.4,49,6.49,2018,white
Riesling 2015,France,Alsace,Albert Boxler,4.0,49,25.44,2015,white
Inzolia Sicilia 2018,Italy,Terre Siciliane,Caleo,3.2,49,4.9,2018,white
Riesling 2016,Germany,Pfalz,Friedrich Becker,3.6,49,10.69,2016,white
Meursault 'Les Narvaux' 2017,France,Meursault,David Moret-Nomine,4.2,49,63.9,2017,white
Premium Chardonnay 2016,New Zealand,Marlborough,Saint Clair,3.7,49,15.84,2016,white
Viognier 2016,Australia,Barossa Valley,Langmeil,3.9,49,11.21,2016,white
Chardonnay Dei Sassi Cavi 2015,Italy,Collio,Collavini,3.3,49,9.99,2015,white
Loiserberg Grner Veltliner Reserve 2017,Austria,Kamptal,Loimer,3.8,49,17.55,2017,white
Buntsandstein Riesling 2017,Germany,Pfalz,Frank John,3.8,49,17.5,2017,white
Oktav Grauburgunder 2014,Germany,Baden,Heger,3.7,49,10.67,2014,white
Berg Schlossberg GG 2016,Germany,Rheingau,Weingter Wegeler,3.9,49,25.0,2016,white
Sauvignon Blanc 2019,South Africa,Stellenbosch,Anura,3.5,49,9.99,2019,white
Luberon 2019,France,Luberon,Famille Perrin,3.6,49,5.71,2019,white
Branco (Anto Vaz - Viognier - Verdelho) 2018,Portugal,Alentejano,Ciconia,3.5,49,4.92,2018,white
Montserre Chablis 2017,France,Chablis,Chteau de Bru,4.2,49,35.0,2017,white
Wehlener Sonnenuhr Riesling Kabinett 2018,Germany,Wehlen,Schloss Lieser,3.8,49,15.9,2018,white
Sauvignon 2019,Italy,Colli Orientali del Friuli,Livio Felluga,3.9,49,18.9,2019,white
Sauvignon Blanc Organic 2019,Chile,Casablanca Valley,Veramonte,3.5,49,8.4,2019,white
Solaris Chorb Rheinau 2018,Switzerland,Zrich,Staatskellerei Zrich,3.8,49,22.91,2018,white
La Frosc Soave Classico 2016,Italy,Soave Classico,Gini,3.8,49,21.45,2016,white
Les Grands Calcaires Cotes du Rhne 2017,France,Ctes-du-Rhne,Domaine Santa Duc,3.6,49,9.2,2017,white
Chardonnay Puglia 2019,Italy,Puglia,Tormaresca,3.6,49,7.39,2019,white
Chardonnay 2018,New Zealand,Marlborough,Nautilus,4.1,49,19.9,2018,white
Pittermnnchen Riesling GG 2015,Germany,Nahe,Diel,3.8,49,47.76,2015,white
Meursault-Charmes Premier Cru 2015,France,Meursault 1er Cru 'Charmes',Domaine Jean Monnier & Fils,4.2,49,90.2,2015,white
Chablis Grand Cru 'Les Preuses' 2015,France,Chablis Grand Cru 'Preuses',Domaine William Fvre,4.1,49,97.81,2015,white
Riverbank Riesling 2017,United States,Arroyo Seco,Wente,3.6,49,12.23,2017,white
Alte Reben Grner Veltliner 2016,Austria,Niedersterreich,Kracher & Sohm,4.0,49,14.65,2016,white
Chardonnay 2016,New Zealand,Marlborough,Greywacke,3.8,49,29.5,2016,white
Bell-Ringer Albario 2015,New Zealand,Gisborne,Coopers Creek,3.7,49,12.5,2015,white
Eylo Rueda 2017,Spain,Castilla y Len,Val de Vid,3.5,49,6.23,2017,white
Collio Friulano 2018,Italy,Collio,Schiopetto,3.9,49,17.9,2018,white
Riesling 2018,Germany,Rheinhessen,Schtzel,3.6,49,12.1,2018,white
Vieilles Vignes Chablis 2013,France,Chablis,Roland Lavantureux,3.9,49,52.0,2013,white
Vigna Runc Friulano 2016,Italy,Friuli-Venezia Giulia,Il Carpino,3.7,49,14.73,2016,white
Les Cpages Sauvignon Blanc 2018,France,Pays d'Oc,Baron Philippe de Rothschild,3.1,50,7.75,2018,white
Grillo 2018,Italy,Terre Siciliane,Poggio Graffetta,4.0,50,9.5,2018,white
Condrieu 2017,France,Condrieu,Tardieu-Laurent,3.8,50,47.2,2017,white
Gianni Masciarelli Trebbiano d'Abruzzo 2018,Italy,Trebbiano d'Abruzzo,Masciarelli,3.7,50,7.66,2018,white
Castello della Sala Conte della Vipera 2019,Italy,Umbria,Antinori,4.1,50,20.85,2019,white
Vir-Cless 2015,France,Vir-Cless,Chanson,3.8,50,18.08,2015,white
Danger 380 Volts 2019,Czech Republic,Morava,Milan Nestarec,4.1,50,21.9,2019,white
Maximin Grnhuser Herrenberg Riesling Kabinett 2018,Germany,Mosel,Maximin Grnhaus,4.1,50,15.5,2018,white
Trebes Ribolla Gialla 2017,Italy,Collio,Attems,3.9,50,18.42,2017,white
Gewrztraminer 2019,Italy,Sdtirol - Alto Adige,Terlan (Terlano),3.9,50,13.54,2019,white
Nicole Vineyard Viognier Rserve 2019,France,Pays d'Oc,Paul Mas,3.7,50,8.32,2019,white
Wallufer Walkenberg Riesling Sptlese Trocken 1998,Germany,Rheingau,J.B. Becker,4.1,50,25.0,1998,white
Rosengarten Rdesheim Monopole GG 2016,Germany,Rheingau,Leitz,4.1,50,38.99,2016,white
Langhe Chardonnay 2017,Italy,Langhe,Enzo Boglietti,3.8,50,15.5,2017,white
Lahn Sauvignon 2019,Italy,Sdtirol - Alto Adige,St. Michael-Eppan,3.9,50,11.54,2019,white
Sistina Pecorino Terre di Chieti 2019,Italy,Terre di Chieti,Citra,3.7,50,6.73,2019,white
ST23 Weissburgunder Trocken 2016,Germany,Mosel,Weinhaus Gebruder Steffen,3.4,50,5.63,2016,white
Weissburgunder Trocken 2017,Germany,Nahe,Dnnhoff,3.6,50,11.9,2017,white
Wiener Grner Veltliner 2017,Austria,Wien,Wieninger,3.3,50,13.69,2017,white
Chablis 1er Cru 'Vau Ligneau' 2018,France,Chablis 1er Cru 'Vau Ligneau',Alain Geoffroy,3.6,50,24.18,2018,white
Blandine Le Blanc 2018,France,Ctes de Gascogne,Chteau du Cdre,3.6,50,5.9,2018,white
Chardonnay 2018,Australia,South Australia,Oxford Landing,3.1,50,8.78,2018,white
Volz Riesling 2016,Germany,Wiltingen,Van Volxem,4.3,50,31.19,2016,white
Cavanera Ripa di Scorciavacca Etna Bianco 2017,Italy,Etna,Firriato,3.8,50,19.99,2017,white
Kirchspiel Riesling GG 2017,Germany,Rheinhessen,Wittmann,4.2,50,51.8,2017,white
Eight Rows Sauvignon Blanc 2019,South Africa,Durbanville,Diemersdal,4.0,50,18.5,2019,white
The Wine Collection Sauvignon 2016,Italy,Sdtirol - Alto Adige,St. Michael-Eppan,4.7,50,142.01,2016,white
Petit Chablis 2017,France,Petit Chablis,Chteau de Chemilly,4.0,50,13.9,2017,white
Zeltinger Schlossberg Riesling Trockenbeerenauslese 2006,Germany,Mosel,Markus Molitor,4.6,51,95.55,2006,white
Vom Stein Pinot Bianco 2018,Italy,Sdtirol - Alto Adige,Castelfeder,3.6,51,9.25,2018,white
Wolfer Sonnenlay Riesling Kabinett 2017,Germany,Mosel,Weiser-Knstler,3.9,51,13.9,2017,white
Tradition Grner Veltliner 2017,Austria,Weinviertel,Drnberg,3.8,51,11.5,2017,white
Scheurebe Trocken 2018,Germany,Pfalz,Weingut Weegmller,3.7,51,8.4,2018,white
Circle of Life White 2016,South Africa,Stellenbosch,Waterkloof,4.0,51,16.9,2016,white
Les Vieilles Vignes Chablis 2017,France,Chablis,Pascal Bouchard,4.1,51,23.5,2017,white
Trittenheimer Apotheke Riesling Kabinett 2017,Germany,Mosel,Ansgar Clsserath,4.0,51,14.26,2017,white
Verdejo 2019,Spain,Rueda,Val de Vid,3.6,51,9.65,2019,white
Riesling Berg Roseneck Kabinett Trocken 2012,Germany,Rheingau,Knstler,4.0,51,17.29,2012,white
Chardonnay 2018,Italy,Terre Siciliane,Feudi Branciforti dei Bordonaro,3.5,51,6.9,2018,white
Extra Blanc 2018,France,Languedoc-Roussillon,Grard Bertrand,3.4,51,10.68,2018,white
Viognier 2016,Germany,Pfalz,Oliver Zeter,3.9,51,16.58,2016,white
Kranachberg Sauvignon Blanc 2016,Austria,Sdsteiermark,Sattlerhof,4.1,51,41.58,2016,white
Als Wr's ein Stck Von Mir 2015,Germany,Rheinhessen,Weingut Gunderloch,3.6,51,11.4,2015,white
Chardonnay 2017,United States,California,Stone Barn,3.8,51,7.6,2017,white
Collezione Lugana 2018,Italy,Lugana,Bertani,3.4,51,11.63,2018,white
Loibner Grner Veltliner Smaragd Vinothekfllung 2018,Austria,Wachau,Weingut Knoll,4.2,51,45.0,2018,white
Lenz Riesling 2017,Germany,Nahe,Emrich-Schnleber,4.0,51,12.0,2017,white
Scharzhofberger P Riesling 2015,Germany,Wiltingen,Van Volxem,4.1,51,44.95,2015,white
Iphfer Kronsberg Scheurebe Alte Reben 2017,Germany,Franken,Hans Wirsching,4.2,52,20.89,2017,white
Vom Schiefer Riesling Trocken 2018,Germany,Mosel,Ansgar Clsserath,3.7,52,9.26,2018,white
Piesporter Goldtrpfchen Riesling Feinherb 2016,Germany,Mosel,Ansgar Clsserath,3.9,52,15.4,2016,white
Sulz Morillon 2013,Austria,Sdsteiermark,Tement,4.0,52,34.73,2013,white
Custoza 2018,Italy,Bianco di Custoza,Menegotti,3.6,52,7.25,2018,white
Petit Sal de Villeneuve 2019,France,Provence,Chteau de Roquefort,3.7,52,12.9,2019,white
Schweigen Chardonnay 2017,Germany,Pfalz,Friedrich Becker,4.1,52,23.06,2017,white
Private Selection Vinhas Velhas Branco 2016,Portugal,Alentejo,Paulo Laureano,4.0,52,13.65,2016,white
Heugumber 2016,Germany,Baden,Ziereisen,3.4,52,5.5,2016,white
L'Elfo Pinot Grigio 2019,Italy,Veneto,Sacchetto,3.7,52,6.19,2019,white
Inzolia - Chardonnay 2018,Italy,Terre Siciliane,Roccaperciata,3.4,52,5.68,2018,white
Gorges 2015,France,Muscadet-Sevre et Maine,Ppire,3.9,52,17.06,2015,white
Juffer Riesling Trocken GG 2018,Germany,Mosel,Fritz Haag,3.9,52,23.9,2018,white
Zeltinger Sonnenuhr Riesling Auslese*** 2003,Germany,Mosel,Markus Molitor,4.1,52,49.99,2003,white
Steirische Klassik Sauvignon Blanc 2014,Austria,Sdsteiermark,Gross,3.7,52,19.39,2014,white
Varietal Chardonnay 2019,Chile,Central Valley,Santa Helena,3.1,52,4.89,2019,white
Sauvignon Blanc 2018,Argentina,Mendoza,Mariflor,4.3,52,22.42,2018,white
Chardonnay Toscana Collezione Privata 2018,Italy,Toscana,Isole e Olena,4.4,52,53.84,2018,white
Geheimrat J Riesling Sptlese Trocken 2012,Germany,Rheingau,Weingter Wegeler,4.1,52,24.9,2012,white
Gewrztraminer Alsace Grand Cru Hatschbourg 2017,France,Alsace Grand Cru,Wolfberger,4.0,52,18.42,2017,white
Hritage Chardonnay 2018,France,Pays d'Oc,Chteau Guilhem,3.7,52,6.58,2018,white
Albarino 2018,Spain,Ras Baixas,Atlantik,3.8,52,9.9,2018,white
Chardonnay 2018,Germany,Pfalz,Friedrich Becker,3.6,52,10.72,2018,white
Premium Tmioas Romneasc Sec 2018,Romania,Dealu Mare,Budureasca,3.6,52,10.5,2018,white
Camino del Pelegrino (Peregrino) Albario 2018,Spain,Galicia,Pazo Seorans,3.5,52,14.13,2018,white
Sauvignon Blanc Rueda 2018,Spain,Rueda,Blume,3.4,53,5.99,2018,white
Chardonnay 2017,South Africa,Cape Point,Cape Point Vineyards,3.9,53,19.9,2017,white
Isliedh 2018,South Africa,Cape Point,Cape Point Vineyards,4.1,53,31.95,2018,white
Pinot Bianco Vial 2018,Italy,Trentino-Alto Adige,Cantina Kaltern,3.7,53,11.6,2018,white
Ungstein Scheurebe 2017,Germany,Pfalz,Pfeffingen,3.8,53,12.95,2017,white
Mercurey Clos Rochette 2018,France,Mercurey,Faiveley,4.1,53,20.95,2018,white
Allesknner Weiss 2018,Germany,Rheinhessen,Becker Landgraf,3.8,53,7.7,2018,white
Pratto Bianco (Pratto Benaco Bresciano) 2018,Italy,Benaco Bresciano,C dei Frati,4.1,53,14.52,2018,white
Chablis 2018,France,Chablis,Domaine des Hritires,3.6,53,15.06,2018,white
Klausen Sauvignon Blanc 2017,Austria,Steiermark,Neumeister,3.9,53,23.52,2017,white
Amarela 2018,Italy,Marche,Garofoli,3.3,53,5.9,2018,white
Chardonnay 2013,Slovenia,Gorika Brda,Edi Simi,3.8,53,20.99,2013,white
Markus Pfaffmann Grauburgunder Trocken 2019,Germany,Pfalz,Karl Pfaffmann,3.9,53,6.6,2019,white
Chardonnay Prestige Cuve 2018,South Africa,Robertson,Bon Courage,3.8,53,7.79,2018,white
Vignes Blanches Pouilly-Fuiss 2016,France,Pouilly-Fuiss,Domaine Saumaize-Michelin,3.9,53,24.95,2016,white
Am Schwarzen Herrgott Riesling 2016,Germany,Rheinhessen,Battenfeld Spanier,4.2,53,41.58,2016,white
Oppenheim Riesling 2017,Germany,Rheinhessen,Khling-Gillot,4.0,53,17.45,2017,white
L'U Umbria Bianco 2018,Italy,Umbria,Lungarotti,3.8,53,10.71,2018,white
Riesling 2018,Hungary,Tolna,Tzk,3.4,53,7.66,2018,white
Verdejo 2018,Spain,Rueda,Intruso,3.6,53,8.28,2018,white
Riesling Heiligenstein 2018,Austria,Kamptal,Weingut Brndlmayer,3.9,53,22.91,2018,white
Moscato 2018,Spain,Valencia,The Tapas Wine Collection,3.9,53,7.53,2018,white
Chardonnay 2018,South Africa,Stellenbosch,Vergelegen,3.6,53,13.99,2018,white
Sauvignon Blanc Trocken 2019,Germany,Pfalz,Knipser,4.0,53,9.85,2019,white
Wehlener Sonnenuhr Riesling Kabinett 2015,Germany,Mosel,Markus Molitor,3.9,53,19.95,2015,white
 (Malagouzi) 2017,Greece,Achaia,Tetramythos,3.5,53,9.9,2017,white
Mller Thurgau 2018,Italy,Sdtirol - Alto Adige,Tiefenbrunner,3.7,53,10.09,2018,white
Punggl Pinot Grigio 2018,Italy,Sdtirol - Alto Adige,Nals Margreid,3.9,53,14.9,2018,white
Chablis 2018,France,Chablis,Chartron et Trbuchet,3.8,53,22.95,2018,white
Fabelhaft Riesling 2017,Germany,Mosel,Fio,3.4,53,10.35,2017,white
Ferentano Lazio 2016,Italy,Lazio,Falesco,3.9,53,26.18,2016,white
Taylors Pass Vineyard Chardonnay 2016,New Zealand,Marlborough,Villa Maria,3.8,53,22.1,2016,white
La Fontaine Aux Enfants Cru d'Alsace 2016,France,Alsace,Marc Kreydenweiss,3.7,53,22.0,2016,white
Mandelpfad Riesling GG 2017,Germany,Pfalz,Knipser,3.8,54,27.0,2017,white
Gewurztraminer 2016,France,Alsace,Jean-Rmy Haeffelin,3.6,54,10.71,2016,white
La Fontaine Aux Enfants Cru d'Alsace 2015,France,Alsace,Marc Kreydenweiss,3.8,54,22.0,2015,white
Blauschiefer Riesling Trocken 2018,Germany,Mosel,Kerpen,3.6,54,7.9,2018,white
Pago de los Balagueses Chardonnay 2017,Spain,Utiel-Requena,Vegalfaro,3.9,54,16.47,2017,white
Ctes du Rhne Blanc 2018,France,Ctes-du-Rhne,Domaine de la Solitude,4.0,54,8.5,2018,white
Circumstance Sauvignon Blanc 2018,South Africa,Stellenbosch,Waterkloof,3.8,54,15.5,2018,white
Mountain White 2015,South Africa,Stellenbosch,Thelema,3.6,54,10.9,2015,white
Gaisbhl G.C 2016,Germany,Pfalz,Dr. Brklin-Wolf,4.2,54,54.0,2016,white
Villa Torre Verdicchio dei Castelli di Jesi Classico Superiore 2017,Italy,Verdicchio dei Castelli di Jesi,Tenuta di Tavignano,3.6,54,9.95,2017,white
Ried Steinriegl Sauvignon Blanc 2018,Austria,Sdsteiermark,Wohlmuth,3.8,54,17.4,2018,white
Castel Firmian Chardonnay Trentino 2018,Italy,Trentino,Mezzacorona,3.3,54,6.9,2018,white
Moscatel Old Vines 2018,Spain,Sierras de Mlaga,Botani,4.1,54,16.74,2018,white
Riesling Classic 2018,Germany,Rheingau,Prinz von Hessen,3.9,54,9.5,2018,white
Malterdingen Weisser Burgunder 2016,Germany,Baden,Bernhard Huber,3.9,54,27.6,2016,white
Loibenberg Riesling 2015,Austria,Wachau,Pichler-Krutzler,4.3,54,33.0,2015,white
Cuve Vauban Pouilly-Vinzelles 2014,France,Pouilly-Vinzelles,Chteau de Vinzelles,3.8,54,17.54,2014,white
Altima Sauvignon Blanc 2018,South Africa,Overberg,Cape of Good Hope,4.3,54,13.99,2018,white
Danie de Wet Chardonnay Sur Lie 2019,South Africa,Robertson,De Wetshof,3.7,54,8.72,2019,white
Pinot Gris Alsace Grand Cru 'Kitterl' 2010,France,Alsace Grand Cru,Domaines Schlumberger,3.9,54,35.58,2010,white
Danie de Wet Sauvignon Blanc 2019,South Africa,Robertson,De Wetshof,3.4,54,6.15,2019,white
Sulz Sauvignon Blanc 2015,Austria,Sdsteiermark,Gross,4.0,54,27.9,2015,white
Sancerre Grande Cuve Blanc 2017,France,Sancerre,Comte Lafond,4.2,54,38.9,2017,white
Chardonnay 2018,France,Ctes de Thongue,Domaine Montrose,3.7,54,8.39,2018,white
Molamatta Collio Bianco 2015,Italy,Collio,Marco Felluga,3.8,54,25.99,2015,white
Grauer Burgunder Trocken 2018,Germany,Rheinhessen,Wittmann,3.7,54,11.4,2018,white
Wachstum Bodenstein Grner Veltliner 2016,Austria,Wachau,Prager,4.4,54,38.75,2016,white
Drnstein Grner Veltliner 2018,Austria,Wachau,Pichler-Krutzler,3.6,54,13.7,2018,white
Riesling 2016,France,Alsace,Albert Boxler,3.9,54,26.32,2016,white
Chardonnay 2017,Austria,Burgenland,Paul Achs,3.3,54,23.61,2017,white
Blanco 2018,Spain,Rioja Alta,Tarn,3.3,54,5.76,2018,white
Perlita Chardonnay 2018,Argentina,Uco Valley,DiamAndes,3.7,54,9.99,2018,white
Chardonnay 2018,Germany,Rheinhessen,Knewitz,3.6,54,8.9,2018,white
Schiste 2018,France,Vins des Allobroges,Domaine des Ardoisieres,4.3,54,44.85,2018,white
Muros Antigos Alvarinho 2019,Portugal,Mono e Melgao,Anselmo Mendes,3.9,54,11.5,2019,white
The King's Bastard Chardonnay 2017,New Zealand,Marlborough,The Kings Series,4.1,54,16.95,2017,white
Hinter der Burg Grner Veltliner 2019,Austria,Wachau,Prager,4.1,54,19.95,2019,white
Cap Maritime Chardonnay 2017,South Africa,Hemel-en-Aarde Valley,Boekenhoutskloof,4.1,55,50.56,2017,white
Westhofen Riesling Trocken 2018,Germany,Rheinhessen,K.Wechsler,3.8,55,12.87,2018,white
