name,country,region,winery,rating,no_ratings,price,year,type
Amico Fil N.V.,Italy,delle Venezie,Paladin,3.6,29,6.21,N.V.,sparkling
Moscato d'Asti 2019,Italy,Moscato d'Asti,Tenimenti Ca'Bianca,3.9,29,7.45,2019,sparkling
San Carlo Moscato d'asti 2017,Italy,Moscato d'Asti,Montalbera,3.8,29,9.9,2017,sparkling
Aotea Mthode Traditionnelle N.V.,New Zealand,Nelson,Seifried Estate,3.6,29,26.9,N.V.,sparkling
Jolie Extra Dry Spumante 2016,Italy,Sicilia,Feudi Branciforti dei Bordonaro,3.6,30,9.9,2016,sparkling
Sleever Brut Reserva Rosado N.V.,Spain,Cava,Vilarnau,3.6,30,10.99,N.V.,sparkling
Punto Rosa Millesimato 2016,Italy,Veneto,Val d'Oca,3.9,30,11.95,2016,sparkling
Cava Chardonnay Brut N.V.,Spain,Cava,Torre Oria,3.6,30,12.99,N.V.,sparkling
Grand Cuve Arctic Fox N.V.,Australia,McLaren Vale,Fox Creek,3.7,30,18.81,N.V.,sparkling
Riesling Brut N.V.,Luxembourg,Moselle,Bernard-Massard,3.7,30,10.49,N.V.,sparkling
Brut Ros 2016,Germany,Baden,Griesel & Compagnie,4.0,30,31.0,2016,sparkling
Brut 2010,Germany,Rheingau,Georg Breuer,3.7,30,35.9,2010,sparkling
Carte d'Or Demi-Sec Champagne N.V.,France,Champagne,Drappier,3.8,30,29.89,N.V.,sparkling
Vintage Chardonnay 2007,Germany,Rheinhessen,Raumland,4.4,30,70.18,2007,sparkling
Mthode Cap Classique 2013,South Africa,Stellenbosch,Thelema,3.8,31,21.9,2013,sparkling
Prosecco Extra Dry N.V.,Italy,Prosecco,Savian,3.6,31,10.95,N.V.,sparkling
Cremant d'Alsace Blanc de Blancs N.V.,France,Crmant d'Alsace,Boeckel,4.0,31,15.5,N.V.,sparkling
Pinot Blanc Brut N.V.,Germany,Rheingau,Barth,3.8,31,16.59,N.V.,sparkling
Brachetto Piemonte 2018,Italy,Piemonte,Borgo Maragliano,4.2,31,9.9,2018,sparkling
Ros Brut 2015,Germany,Rheingau,Schloss Vaux,3.6,31,25.0,2015,sparkling
Cava Brut N.V.,Spain,Cava,Sard,3.4,31,7.99,N.V.,sparkling
Blanc de Blancs Brut Champagne 2014,France,Champagne,Deutz,4.4,32,72.0,2014,sparkling
